item_id,modifiers,participant_id,session_id,s3_bucket,s3_object_key,face_crop_s3_object_key,face_crop_s3_bucket,fps,video_length,num_frames,resolution,video_codec_original,audio_codec_original,self_face_swap,processing_mode,processing_config_face_swapper_model,demographics_gender,demographics_native_language,demographics_age_group,technical_info_recording_software,technical_info_device_type,technical_info_device_brand_model,is_speaking,gestures,head_direction,dataset_labels,created_at,teams_meeting_id,duration,r_fps,avg_fps,width,height,has_audio,audio_codec_ffprobe,video_codec_ffprobe,frame_count,bit_rate,profile,pix_fmt,chroma_subsampling,color_range,color_space,color_transfer,color_primaries,chroma_location,field_order,time_base,is_likely_vfr,type,vfrdet_vfr_ratio,vfrdet_vfr_frames,vfrdet_total_frames,vfrdet_min_delta,vfrdet_max_delta,vfrdet_is_vfr,dirname
00307--ab76be40-d5d8-496c-9f31-e5c581cb94ad,facefusion-identity-swap-v1,307,ab76be40-d5d8-496c-9f31-e5c581cb94ad,grl-mleng-dsfactory-training-video-data,facefusion-identity-swap/00307/00307_ab76be40-d5d8-496c-9f31-e5c581cb94ad.mov,00283/1ad323c2-7d1f-4a8a-a976-b557f2e7c95c_face_crop.png,grl-mleng-dsfactory-training-faces,30.32952037781308,37.540604,1138,1280x720,h264,aac,0.0,,inswapper_128,Male,English,35–44,Windows Camera App (Windows default),Windows laptop,Lenovo ThinkPad P15,True,"[{'type': 'speaking', 'description': 'Explain what you think is the most important quality in a person'}]",forward,['v1.0.0_dataset'],2025-06-16T18:14:51.479224Z,,37.5212,673467/22205,673467/22205,1280,720,False,,h264,1138,21744363,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/673467,True,mov,,,,,,,facefusion-identity-swap/00307
00609--31e998bf-f483-4027-aa0f-b08e5a33d2f6,raw,609,31e998bf-f483-4027-aa0f-b08e5a33d2f6,grl-mleng-dsfactory-training-video-data,raw/00609/31e998bf-f483-4027-aa0f-b08e5a33d2f6.mov,,,29.96595368661798,38.485,1153,1280x720,h264,aac,,,,Female,english,55+,Windows Camera App (Windows default),Windows laptop,2:47 stable channel,True,"[{'type': 'speaking', 'description': 'Describe your favorite meal'}]",left,['v1.0.0_dataset'],2025-06-16T18:14:31.604879Z,,38.485,30/1,1153000/38477,1280,720,True,aac,h264,1153,2006430,High,yuv420p,yuv420p,unknown,unknown,unknown,unknown,left,progressive,1/16000,True,mp4,0.521701,601.0,551.0,512.0,1072.0,True,raw/00609
00609--31e998bf-f483-4027-aa0f-b08e5a33d2f6,facefusion-identity-swap-v1,609,31e998bf-f483-4027-aa0f-b08e5a33d2f6,grl-mleng-dsfactory-training-video-data,facefusion-identity-swap/00609/00609_31e998bf-f483-4027-aa0f-b08e5a33d2f6.mov,00476/9d301e52-edb5-4e2e-9fc0-caed6923ff57_face_crop.png,grl-mleng-dsfactory-training-faces,29.96595368661798,38.485,1153,1280x720,h264,aac,0.0,,inswapper_128,Female,english,55+,Windows Camera App (Windows default),Windows laptop,2:47 stable channel,True,"[{'type': 'speaking', 'description': 'Describe your favorite meal'}]",left,['v1.0.0_dataset'],2025-06-16T18:14:31.604879Z,,38.477,847587/28285,847587/28285,1280,720,False,,h264,1153,29335547,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/847587,True,mov,,,,,,,facefusion-identity-swap/00609
00379--8b9a2d59-f891-44e1-bc21-994409e6edeb,raw,379,8b9a2d59-f891-44e1-bc21-994409e6edeb,grl-mleng-dsfactory-training-video-data,raw/00379/8b9a2d59-f891-44e1-bc21-994409e6edeb.mov,00379/8b9a2d59-f891-44e1-bc21-994409e6edeb_face_crop.png,grl-mleng-dsfactory-training-faces,30.003000300030003,38.89611,1167,1280x720,h264,aac,,,,Female,English,25–34,QuickTime (Mac default),MacBook (any model),Apple M3 pro,True,"[{'type': 'speaking', 'description': 'Describe your favorite childhood memory'}]",forward,['v1.0.0_dataset'],2025-06-16T18:13:15.636383Z,,38.950437,100000/3333,100000/3333,1280,720,True,aac,h264,1167,10759939,Main,yuv420p,yuv420p,tv,bt709,bt709,bt709,topleft,progressive,1/100000,True,mov,,,,,,,raw/00379
00379--8b9a2d59-f891-44e1-bc21-994409e6edeb,facefusion-v1,379,8b9a2d59-f891-44e1-bc21-994409e6edeb,grl-mleng-dsfactory-training-video-data,facefusion/00379/00379_8b9a2d59-f891-44e1-bc21-994409e6edeb.mov,/00379.jpg,grl-mleng-dsfactory-training-faces,30.003000300030003,38.89611,1167,1280x720,h264,aac,1.0,,inswapper_128,Female,English,25–34,QuickTime (Mac default),MacBook (any model),Apple M3 pro,True,"[{'type': 'speaking', 'description': 'Describe your favorite childhood memory'}]",forward,['v1.0.0_dataset'],2025-06-16T18:13:15.636383Z,,38.89611,100000/3333,100000/3333,1280,720,False,,h264,1167,22294700,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/100000,True,mov,,,,,,,facefusion/00379
00447--12b8da17-5238-4791-9c35-6aecf4e9a439,raw,447,12b8da17-5238-4791-9c35-6aecf4e9a439,grl-mleng-dsfactory-training-video-data,raw/00447/12b8da17-5238-4791-9c35-6aecf4e9a439.mov,,,30.03003003003003,45.4878,1366,1280x720,h264,aac,,,,Female,german,25–34,QuickTime (Mac default),MacBook (any model),MacBook Air M2,False,"[{'category': 'deictic', 'type': 'gesture', 'description': 'point at screen'}, {'category': 'affective', 'type': 'gesture', 'description': 'hand on chin'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}, {'category': 'facial', 'type': 'pose', 'description': 'frown'}, {'category': 'iconic', 'type': 'gesture', 'description': 'drawing zigzag in air'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'hand over mouth'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'finger wag'}, {'category': 'postural', 'type': 'pose', 'description': 'elbows on knees'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away left'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:05.931768Z,,45.525104,10000/333,10000/333,1280,720,True,aac,h264,1366,7658019,Main,yuv420p,yuv420p,tv,bt709,bt709,bt709,center,progressive,1/100000,True,mov,,,,,,,raw/00447
00447--12b8da17-5238-4791-9c35-6aecf4e9a439,facefusion-v1,447,12b8da17-5238-4791-9c35-6aecf4e9a439,grl-mleng-dsfactory-training-video-data,facefusion/00447/00447_12b8da17-5238-4791-9c35-6aecf4e9a439.mov,,,30.03003003003003,45.4878,1366,1280x720,h264,aac,1.0,,simswap_256,Female,german,25–34,QuickTime (Mac default),MacBook (any model),MacBook Air M2,False,"[{'category': 'deictic', 'type': 'gesture', 'description': 'point at screen'}, {'category': 'affective', 'type': 'gesture', 'description': 'hand on chin'}, {'category': 'facial', 'type': 'pose', 'description': 'pursed lips'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}, {'category': 'facial', 'type': 'pose', 'description': 'frown'}, {'category': 'iconic', 'type': 'gesture', 'description': 'drawing zigzag in air'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'hand over mouth'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'finger wag'}, {'category': 'postural', 'type': 'pose', 'description': 'elbows on knees'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away left'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:05.931768Z,,45.4878,10000/333,10000/333,1280,720,False,,h264,1366,24500753,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/10000,True,mov,,,,,,,facefusion/00447
00486--ba635356-4ec0-4abd-bd26-4cac690afb69,raw,486,ba635356-4ec0-4abd-bd26-4cac690afb69,grl-mleng-dsfactory-training-video-data,raw/00486/ba635356-4ec0-4abd-bd26-4cac690afb69.mov,,,29.90556270249866,39.836979,1191,1280x720,h264,aac,,,,Male,Urdu,25–34,Windows Camera App (Windows default),Windows laptop,DELL XPS 15 7590,False,"[{'category': 'iconic', 'type': 'gesture', 'description': 'mimic typing'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point to self'}, {'category': 'postural', 'type': 'pose', 'description': 'slouch'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point at screen'}, {'category': 'affective', 'type': 'gesture', 'description': 'palms rubbing'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'hand over mouth'}, {'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}, {'category': 'head', 'type': 'pose', 'description': 'head shake side to side'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away left'}]",variable,['v1.0.0_dataset'],2025-06-16T18:15:51.526483Z,,39.837,60/1,35730000/1194761,1280,720,True,aac,h264,1191,8188564,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.940336,1119.0,71.0,928.0,1451.0,True,raw/00486
00486--ba635356-4ec0-4abd-bd26-4cac690afb69,facefusion-v1,486,ba635356-4ec0-4abd-bd26-4cac690afb69,grl-mleng-dsfactory-training-video-data,facefusion/00486/00486_ba635356-4ec0-4abd-bd26-4cac690afb69.mov,/00486.jpg,grl-mleng-dsfactory-training-faces,29.90556270249866,39.836979,1191,1280x720,h264,aac,1.0,,inswapper_128,Male,Urdu,25–34,Windows Camera App (Windows default),Windows laptop,DELL XPS 15 7590,False,"[{'category': 'iconic', 'type': 'gesture', 'description': 'mimic typing'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point to self'}, {'category': 'postural', 'type': 'pose', 'description': 'slouch'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point at screen'}, {'category': 'affective', 'type': 'gesture', 'description': 'palms rubbing'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'hand over mouth'}, {'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}, {'category': 'head', 'type': 'pose', 'description': 'head shake side to side'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away left'}]",variable,['v1.0.0_dataset'],2025-06-16T18:15:51.526483Z,,39.825367,976297/32646,976297/32646,1280,720,False,,h264,1191,15400647,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/976297,True,mov,,,,,,,facefusion/00486
00569--da51f0d7-f636-43ba-b319-8304ec148150,raw,569,da51f0d7-f636-43ba-b319-8304ec148150,grl-mleng-dsfactory-training-video-data,raw/00569/da51f0d7-f636-43ba-b319-8304ec148150.mov,,,30.17618822752717,36.353133,1097,1280x720,h264,aac,,,,Female,polish,18–24,Windows Camera App (Windows default),Windows laptop,lenovo e31-70,True,"[{'type': 'speaking', 'description': 'Describe your favorite hobby and why you enjoy it'}]",left,['v1.0.0_dataset'],2025-06-16T18:14:46.267626Z,,36.353133,60/1,6582000/218119,1280,720,True,aac,h264,1097,8015004,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.962591,1055.0,41.0,415.0,1525.0,True,raw/00569
00569--da51f0d7-f636-43ba-b319-8304ec148150,facefusion-v1,569,da51f0d7-f636-43ba-b319-8304ec148150,grl-mleng-dsfactory-training-video-data,facefusion/00569/00569_da51f0d7-f636-43ba-b319-8304ec148150.mov,/00569.jpg,grl-mleng-dsfactory-training-faces,30.17618822752717,36.353133,1097,1280x720,h264,aac,1.0,,inswapper_128,Female,polish,18–24,Windows Camera App (Windows default),Windows laptop,lenovo e31-70,True,"[{'type': 'speaking', 'description': 'Describe your favorite hobby and why you enjoy it'}]",left,['v1.0.0_dataset'],2025-06-16T18:14:46.267626Z,,36.353167,383479/12708,383479/12708,1280,720,False,,h264,1097,27675617,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/383479,True,mov,,,,,,,facefusion/00569
00458--efb33388-79da-44e6-b109-f88afe20f840,raw,458,efb33388-79da-44e6-b109-f88afe20f840,grl-mleng-dsfactory-training-video-data,raw/00458/efb33388-79da-44e6-b109-f88afe20f840.mov,,,30.134837620951863,50.705792,1528,1280x720,h264,aac,,,,Male,Polish,18–24,Windows Camera App (Windows default),Windows laptop,Acer Swift,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'raised fist'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point upward'}, {'category': 'facial', 'type': 'pose', 'description': 'smile'}, {'category': 'iconic', 'type': 'gesture', 'description': 'drawing zigzag in air'}, {'category': 'affective', 'type': 'gesture', 'description': 'hand on chin'}, {'category': 'postural', 'type': 'pose', 'description': 'sit upright'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away right'}, {'category': 'head', 'type': 'pose', 'description': 'slow head nod'}, {'category': 'postural', 'type': 'pose', 'description': 'lean forward'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'shrug'}]",variable,['v1.0.0_dataset'],2025-06-16T18:16:01.215683Z,,50.7054,60/1,45840000/1521163,1280,720,True,aac,h264,1528,8058213,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.880157,1344.0,183.0,948.0,15362.0,True,raw/00458
00458--efb33388-79da-44e6-b109-f88afe20f840,facefusion-v1,458,efb33388-79da-44e6-b109-f88afe20f840,grl-mleng-dsfactory-training-video-data,facefusion/00458/00458_efb33388-79da-44e6-b109-f88afe20f840.mov,/00458.jpg,grl-mleng-dsfactory-training-faces,30.134837620951863,50.705792,1528,1280x720,h264,aac,1.0,,inswapper_128,Male,Polish,18–24,Windows Camera App (Windows default),Windows laptop,Acer Swift,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'raised fist'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point upward'}, {'category': 'facial', 'type': 'pose', 'description': 'smile'}, {'category': 'iconic', 'type': 'gesture', 'description': 'drawing zigzag in air'}, {'category': 'affective', 'type': 'gesture', 'description': 'hand on chin'}, {'category': 'postural', 'type': 'pose', 'description': 'sit upright'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away right'}, {'category': 'head', 'type': 'pose', 'description': 'slow head nod'}, {'category': 'postural', 'type': 'pose', 'description': 'lean forward'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'shrug'}]",variable,['v1.0.0_dataset'],2025-06-16T18:16:01.215683Z,,50.705433,714497/23710,714497/23710,1280,720,False,,h264,1528,20719821,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/714497,True,mov,,,,,,,facefusion/00458
00512--9555b698-7060-46a4-b4a2-c13108ef8e5f,raw,512,9555b698-7060-46a4-b4a2-c13108ef8e5f,grl-mleng-dsfactory-training-video-data,raw/00512/9555b698-7060-46a4-b4a2-c13108ef8e5f.mov,,,29.86835335014997,39.898896,1190,1280x720,h264,aac,,,,Female,Portuguese,25–34,Windows Camera App (Windows default),Windows laptop,Vivobook_AsusLaptop M3500QA_M3500QA,True,"[{'type': 'speaking', 'description': 'Describe your favorite childhood memory'}]",right,['v1.0.0_dataset'],2025-06-16T18:13:23.026958Z,,39.898896,60/1,2380000/79683,1280,720,True,aac,h264,1190,8075408,Main,yuvj420p,yuvj420p,pc,unknown,reserved,reserved,left,progressive,1/30000,True,mp4,0.849453,1010.0,179.0,939.0,9123.0,True,raw/00512
00512--9555b698-7060-46a4-b4a2-c13108ef8e5f,facefusion-identity-swap-v1,512,9555b698-7060-46a4-b4a2-c13108ef8e5f,grl-mleng-dsfactory-training-video-data,facefusion-identity-swap/00512/00512_9555b698-7060-46a4-b4a2-c13108ef8e5f.mov,00553/65fde64b-ec28-482a-a801-7f3850969292_face_crop.png,grl-mleng-dsfactory-training-faces,29.86835335014997,39.898896,1190,1280x720,h264,aac,0.0,,inswapper_128,Female,Portuguese,25–34,Windows Camera App (Windows default),Windows laptop,Vivobook_AsusLaptop M3500QA_M3500QA,True,"[{'type': 'speaking', 'description': 'Describe your favorite childhood memory'}]",right,['v1.0.0_dataset'],2025-06-16T18:13:23.026958Z,,39.8415,69653/2332,69653/2332,1280,720,False,,h264,1190,16620229,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/69653,True,mov,,,,,,,facefusion-identity-swap/00512
00210--6c9ae1c9-dc58-4ce6-b061-c80c808c0341,raw,210,6c9ae1c9-dc58-4ce6-b061-c80c808c0341,grl-mleng-dsfactory-training-video-data,raw/00210/6c9ae1c9-dc58-4ce6-b061-c80c808c0341.mov,,,29.849239328676813,56.803521,1695,1280x720,h264,aac,,,,Female,Filipino,25–34,Windows Camera App (Windows default),Windows laptop,Lenovo T14,False,"[{'category': 'head', 'type': 'pose', 'description': 'head tilt left'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'hand wave in circle'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'affective', 'type': 'gesture', 'description': 'scratching head'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic typing'}, {'category': 'postural', 'type': 'pose', 'description': 'elbows on knees'}]",variable,['v1.0.0_dataset'],2025-06-16T18:14:46.267626Z,,56.803521,60/1,50850000/1703561,1280,720,True,aac,h264,1695,8143504,Main,yuvj420p,yuvj420p,pc,unknown,unknown,unknown,left,progressive,1/30000,True,mp4,0.904959,1533.0,161.0,935.0,1445.0,True,raw/00210
00210--6c9ae1c9-dc58-4ce6-b061-c80c808c0341,facefusion-v1,210,6c9ae1c9-dc58-4ce6-b061-c80c808c0341,grl-mleng-dsfactory-training-video-data,facefusion/00210/00210_6c9ae1c9-dc58-4ce6-b061-c80c808c0341.mov,,,29.849239328676813,56.803521,1695,1280x720,h264,aac,1.0,,inswapper_128,Female,Filipino,25–34,Windows Camera App (Windows default),Windows laptop,Lenovo T14,False,"[{'category': 'head', 'type': 'pose', 'description': 'head tilt left'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'hand wave in circle'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture to left'}, {'category': 'gaze', 'type': 'pose', 'description': 'direct eye contact'}, {'category': 'affective', 'type': 'gesture', 'description': 'scratching head'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic typing'}, {'category': 'postural', 'type': 'pose', 'description': 'elbows on knees'}]",variable,['v1.0.0_dataset'],2025-06-16T18:14:46.267626Z,,56.785367,869180/29119,869180/29119,1280,720,False,,h264,1695,29827364,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/869180,True,mov,,,,,,,facefusion/00210
00397--657638ca-11df-4c8f-a7a0-99b0c03fca41,raw,397,657638ca-11df-4c8f-a7a0-99b0c03fca41,grl-mleng-dsfactory-training-video-data,raw/00397/657638ca-11df-4c8f-a7a0-99b0c03fca41.mov,,,30.0,43.434,1303,1280x720,h264,aac,,,,Male,Spanish,25–34,OBS Studio,Windows desktop,Windows Intel,False,"[{'category': 'affective', 'type': 'gesture', 'description': 'palms rubbing'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt left'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away right'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point upward'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'air quotes'}, {'category': 'postural', 'type': 'pose', 'description': 'legs crossed'}, {'category': 'postural', 'type': 'pose', 'description': 'lean forward'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'facepalm'}]",variable,['v1.0.0_dataset'],2025-06-16T18:12:46.839090Z,,43.433333,30/1,30/1,1280,720,True,aac,h264,1303,2669456,High,yuv420p,yuv420p,tv,bt709,bt709,bt709,left,progressive,1/15360,False,mp4,,,,,,,raw/00397
00397--657638ca-11df-4c8f-a7a0-99b0c03fca41,facefusion-identity-swap-v1,397,657638ca-11df-4c8f-a7a0-99b0c03fca41,grl-mleng-dsfactory-training-video-data,facefusion-identity-swap/00397/00397_657638ca-11df-4c8f-a7a0-99b0c03fca41.mov,00437/7add76be-c6ab-4e80-97c4-ec201521536d_face_crop.png,grl-mleng-dsfactory-training-faces,30.0,43.434,1303,1280x720,h264,aac,0.0,,inswapper_128,Male,Spanish,25–34,OBS Studio,Windows desktop,Windows Intel,False,"[{'category': 'affective', 'type': 'gesture', 'description': 'palms rubbing'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt left'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away right'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point upward'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'air quotes'}, {'category': 'postural', 'type': 'pose', 'description': 'legs crossed'}, {'category': 'postural', 'type': 'pose', 'description': 'lean forward'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'facepalm'}]",variable,['v1.0.0_dataset'],2025-06-16T18:12:46.839090Z,,43.433333,30/1,30/1,1280,720,False,,h264,1303,15374790,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/15360,False,mov,,,,,,,facefusion-identity-swap/00397
00502--b0b2d81e-f745-4b04-9994-875b4aa49fad,raw,502,b0b2d81e-f745-4b04-9994-875b4aa49fad,grl-mleng-dsfactory-training-video-data,raw/00502/b0b2d81e-f745-4b04-9994-875b4aa49fad.mov,,,29.97348125440965,41.119,1232,1280x720,h264,aac,,,,Male,English,35–44,Windows Camera App (Windows default),Windows laptop,HP Chromebook,True,"[{'type': 'speaking', 'description': 'Describe your ideal home'}]",right,['v1.0.0_dataset'],2025-06-16T18:14:11.454322Z,,41.119,30/1,1232000/41103,1280,720,True,aac,h264,1232,1984701,High,yuv420p,yuv420p,unknown,unknown,unknown,unknown,left,progressive,1/16000,True,mp4,0.517465,637.0,594.0,512.0,1072.0,True,raw/00502
00502--b0b2d81e-f745-4b04-9994-875b4aa49fad,facefusion-v1,502,b0b2d81e-f745-4b04-9994-875b4aa49fad,grl-mleng-dsfactory-training-video-data,facefusion/00502/00502_b0b2d81e-f745-4b04-9994-875b4aa49fad.mov,,,29.97348125440965,41.119,1232,1280x720,h264,aac,1.0,,simswap_256,Male,English,35–44,Windows Camera App (Windows default),Windows laptop,HP Chromebook,True,"[{'type': 'speaking', 'description': 'Describe your ideal home'}]",right,['v1.0.0_dataset'],2025-06-16T18:14:11.454322Z,,41.103,726767/24247,726767/24247,1280,720,False,,h264,1232,24423661,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/726767,True,mov,,,,,,,facefusion/00502
00379--df0c0518-38b1-461f-8754-7bab09fdee2e,raw,379,df0c0518-38b1-461f-8754-7bab09fdee2e,grl-mleng-dsfactory-training-video-data,raw/00379/df0c0518-38b1-461f-8754-7bab09fdee2e.mov,,,30.003000300030003,31.69683,951,1280x720,h264,aac,,,,Female,English,25–34,QuickTime (Mac default),MacBook (any model),Apple M3 pro,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'okay sign'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic using a phone'}, {'category': 'head', 'type': 'pose', 'description': 'head shake side to side'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'affective', 'type': 'gesture', 'description': 'hand on chin'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away right'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point upward'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture inward'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:36.647682Z,,31.726917,100000/3333,100000/3333,1280,720,True,aac,h264,951,10724221,Main,yuv420p,yuv420p,tv,bt709,bt709,bt709,topleft,progressive,1/100000,True,mov,,,,,,,raw/00379
00379--df0c0518-38b1-461f-8754-7bab09fdee2e,facefusion-v1,379,df0c0518-38b1-461f-8754-7bab09fdee2e,grl-mleng-dsfactory-training-video-data,facefusion/00379/00379_df0c0518-38b1-461f-8754-7bab09fdee2e.mov,/00379.jpg,grl-mleng-dsfactory-training-faces,30.003000300030003,31.69683,951,1280x720,h264,aac,1.0,,inswapper_128,Female,English,25–34,QuickTime (Mac default),MacBook (any model),Apple M3 pro,False,"[{'category': 'emblematic', 'type': 'gesture', 'description': 'okay sign'}, {'category': 'postural', 'type': 'pose', 'description': 'lean back'}, {'category': 'iconic', 'type': 'gesture', 'description': 'mimic using a phone'}, {'category': 'head', 'type': 'pose', 'description': 'head shake side to side'}, {'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'affective', 'type': 'gesture', 'description': 'hand on chin'}, {'category': 'gaze', 'type': 'pose', 'description': 'look away right'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point upward'}, {'category': 'deictic', 'type': 'gesture', 'description': 'gesture inward'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'nod'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:36.647682Z,,31.69683,100000/3333,100000/3333,1280,720,False,,h264,951,23103084,High,yuv420p,yuv420p,tv,bt709,unknown,unknown,left,progressive,1/100000,True,mov,,,,,,,facefusion/00379
00607--483c5d92-e799-48d7-bd01-dfc2fc77bb35,raw,607,483c5d92-e799-48d7-bd01-dfc2fc77bb35,grl-mleng-dsfactory-training-video-data,raw/00607/483c5d92-e799-48d7-bd01-dfc2fc77bb35.mov,,,29.99623127303029,84.658583,2539,1280x720,h264,aac,,,,Male,Spanish,18–24,Windows Camera App (Windows default),Windows laptop,Honor Magicbook 15,False,"[{'category': 'facial', 'type': 'pose', 'description': 'wide eyes'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'head shake'}, {'category': 'affective', 'type': 'gesture', 'description': 'playing with hair'}, {'category': 'head', 'type': 'pose', 'description': 'head tilt right'}, {'category': 'gaze', 'type': 'pose', 'description': 'look down'}, {'category': 'emblematic', 'type': 'gesture', 'description': 'facepalm'}, {'category': 'postural', 'type': 'pose', 'description': 'tilted head'}, {'category': 'iconic', 'type': 'gesture', 'description': 'fingers showing small size'}, {'category': 'deictic', 'type': 'gesture', 'description': 'point at screen'}, {'category': 'facial', 'type': 'pose', 'description': 'raised eyebrows'}]",variable,['v1.0.0_dataset'],2025-06-16T18:13:23.026958Z,,84.658584,60/1,76170000/2539319,1280,720,True,aac,h264,2539,8110702,Main,yuvj420p,yuvj420p,pc,unknown,reserved,reserved,left,progressive,1/30000,True,mp4,0.899921,2284.0,254.0,936.0,1448.0,True,raw/00607
